job_id,title,company,location,country,category,experience_level,work_type,salary_min,salary_max,salary_currency,description,posted_date,source
JOB-00153,Mid Level AI Engineer,InsightWorks,Bristol,United Kingdom,AI Engineer,Mid Level,Hybrid,70000,79015,GBP,"You will build AI applications using LLMs, retrieval pipelines and backend services. The role requires experience with a/b testing, docker, langchain, llm, mysql, rag, vector database. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-03-26,synthetic_stage_1
JOB-00154,Entry Level Analytics Engineer,NorthStar Analytics,Remote UK,United Kingdom,Analytics Engineer,Entry Level,Onsite,45237,51386,GBP,"You will transform data into trusted analytics models and maintain the semantic layer. The role requires experience with aws, data warehouse, dbt, etl, mysql, snowflake, sql. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-01-02,synthetic_stage_1
JOB-00155,Senior BI Analyst,GridCore Energy,Birmingham,United Kingdom,BI Analyst,Senior,Onsite,63336,81168,GBP,"You will create business intelligence reports and support performance tracking. The role requires experience with azure, data modelling, excel, power bi, sql, tableau. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-01-17,synthetic_stage_1
JOB-00156,Junior BI Analyst,FinEdge AI,London,United Kingdom,BI Analyst,Junior,Remote,39251,46545,GBP,"You will create business intelligence reports and support performance tracking. The role requires experience with data modelling, github actions, linux, pinecone, power bi, sql, statistics, tableau. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-02-11,synthetic_stage_1
JOB-00157,Mid Level Machine Learning Engineer,GridCore Energy,Edinburgh,United Kingdom,Machine Learning Engineer,Mid Level,Onsite,63459,79891,GBP,"You will deploy machine learning models and build production inference services. The role requires experience with a/b testing, bash, docker, machine learning, mlflow, pinecone, python, tensorflow, time series. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2025-11-10,synthetic_stage_1
JOB-00158,Senior Analytics Engineer,DataBridge Labs,Newcastle,United Kingdom,Analytics Engineer,Senior,Onsite,73731,91073,GBP,"You will transform data into trusted analytics models and maintain the semantic layer. The role requires experience with data warehouse, etl, git, kubernetes, python, sql. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-04-02,synthetic_stage_1
JOB-00159,Mid Level Machine Learning Engineer,FinEdge AI,London,United Kingdom,Machine Learning Engineer,Mid Level,Onsite,66262,73522,GBP,"You will deploy machine learning models and build production inference services. The role requires experience with chromadb, deep learning, docker, fastapi, machine learning, mysql, python. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-01-23,synthetic_stage_1
JOB-00160,Mid Level Data Scientist,TalentSphere,Edinburgh,United Kingdom,Data Scientist,Mid Level,Hybrid,56580,66383,GBP,"You will build predictive models, analyse complex datasets and communicate insights. The role requires experience with aws, forecasting, machine learning, numpy, pandas, python. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2025-11-27,synthetic_stage_1
JOB-00161,Entry Level Data Engineer,TalentSphere,Leeds,United Kingdom,Data Engineer,Entry Level,Onsite,43521,60657,GBP,"You will design data pipelines, transform raw data and maintain data platforms. The role requires experience with a/b testing, airflow, bash, chromadb, data warehouse, etl, postgresql, sql. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-04-06,synthetic_stage_1
JOB-00162,Junior Analytics Engineer,RetailPulse,Newcastle,United Kingdom,Analytics Engineer,Junior,Onsite,51594,63503,GBP,"You will transform data into trusted analytics models and maintain the semantic layer. The role requires experience with bash, data warehouse, dbt, etl, mysql, snowflake, sql. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2025-12-05,synthetic_stage_1
JOB-00163,Mid Level Data Analyst,NorthStar Analytics,Glasgow,United Kingdom,Data Analyst,Mid Level,Hybrid,43846,50276,GBP,"You will deliver dashboards, reporting pipelines and business insight for stakeholders. The role requires experience with a/b testing, bash, chromadb, data modelling, excel, pinecone, sql, statistics, tableau. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2025-11-30,synthetic_stage_1
JOB-00164,Senior Data Engineer,UrbanData Studio,Newcastle,United Kingdom,Data Engineer,Senior,Remote,71388,79662,GBP,"You will design data pipelines, transform raw data and maintain data platforms. The role requires experience with airflow, bash, etl, mongodb, postgresql, python, sql. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-01-15,synthetic_stage_1
JOB-00165,Entry Level Data Engineer,FinEdge AI,Bristol,United Kingdom,Data Engineer,Entry Level,Remote,44061,54101,GBP,"You will design data pipelines, transform raw data and maintain data platforms. The role requires experience with airflow, data warehouse, docker, linux, postgresql, spark. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-04-17,synthetic_stage_1
JOB-00166,Entry Level Machine Learning Engineer,TalentSphere,Edinburgh,United Kingdom,Machine Learning Engineer,Entry Level,Remote,54333,70071,GBP,"You will deploy machine learning models and build production inference services. The role requires experience with bash, deep learning, linux, mlflow, python, pytorch, tensorflow, time series. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2025-12-12,synthetic_stage_1
JOB-00167,Mid Level Data Engineer,HealthMetric Solutions,Edinburgh,United Kingdom,Data Engineer,Mid Level,Remote,58990,66855,GBP,"You will design data pipelines, transform raw data and maintain data platforms. The role requires experience with airflow, bash, docker, github actions, pinecone, postgresql, spark, sql. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-04-01,synthetic_stage_1
JOB-00168,Entry Level Data Scientist,TalentSphere,Remote UK,United Kingdom,Data Scientist,Entry Level,Onsite,42351,59377,GBP,"You will build predictive models, analyse complex datasets and communicate insights. The role requires experience with forecasting, machine learning, pandas, pinecone, sql, statistics. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-03-15,synthetic_stage_1
JOB-00169,Junior Data Scientist,FinEdge AI,Edinburgh,United Kingdom,Data Scientist,Junior,Onsite,49666,62519,GBP,"You will build predictive models, analyse complex datasets and communicate insights. The role requires experience with a/b testing, bash, databricks, forecasting, mysql, numpy, pandas, python, statistics. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-03-27,synthetic_stage_1
JOB-00170,Entry Level Data Analyst,HealthMetric Solutions,Remote UK,United Kingdom,Data Analyst,Entry Level,Remote,34284,51383,GBP,"You will deliver dashboards, reporting pipelines and business insight for stakeholders. The role requires experience with data modelling, databricks, excel, power bi, python, statistics. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-04-22,synthetic_stage_1
JOB-00171,Entry Level Machine Learning Engineer,HealthMetric Solutions,Leeds,United Kingdom,Machine Learning Engineer,Entry Level,Remote,53821,71133,GBP,"You will deploy machine learning models and build production inference services. The role requires experience with bash, docker, fastapi, linux, machine learning, mlflow, mongodb, tensorflow, time series. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-03-16,synthetic_stage_1
JOB-00172,Entry Level Data Scientist,HealthMetric Solutions,London,United Kingdom,Data Scientist,Entry Level,Hybrid,43268,57180,GBP,"You will build predictive models, analyse complex datasets and communicate insights. The role requires experience with forecasting, kubernetes, linux, machine learning, numpy, python, sql, time series. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-02-05,synthetic_stage_1
JOB-00173,Mid Level Machine Learning Engineer,CloudNova Systems,Bristol,United Kingdom,Machine Learning Engineer,Mid Level,Remote,64346,74342,GBP,"You will deploy machine learning models and build production inference services. The role requires experience with aws, docker, fastapi, mlflow, mongodb, pinecone, python, tensorflow. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-03-20,synthetic_stage_1
JOB-00174,Senior Data Scientist,UrbanData Studio,Manchester,United Kingdom,Data Scientist,Senior,Hybrid,68616,81981,GBP,"You will build predictive models, analyse complex datasets and communicate insights. The role requires experience with azure, bash, databricks, forecasting, mysql, numpy, scikit-learn, sql, statistics. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-04-08,synthetic_stage_1
JOB-00175,Junior Machine Learning Engineer,RetailPulse,London,United Kingdom,Machine Learning Engineer,Junior,Hybrid,54933,65231,GBP,"You will deploy machine learning models and build production inference services. The role requires experience with docker, fastapi, kubernetes, linux, machine learning, python, tensorflow, time series. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-04-28,synthetic_stage_1
JOB-00176,Senior AI Engineer,GridCore Energy,Remote UK,United Kingdom,AI Engineer,Senior,Onsite,85033,100702,GBP,"You will build AI applications using LLMs, retrieval pipelines and backend services. The role requires experience with databricks, docker, fastapi, gcp, github actions, mongodb, openai, python, rag. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2025-11-29,synthetic_stage_1
JOB-00177,Junior Analytics Engineer,DataBridge Labs,Birmingham,United Kingdom,Analytics Engineer,Junior,Hybrid,52143,65074,GBP,"You will transform data into trusted analytics models and maintain the semantic layer. The role requires experience with bash, chromadb, data warehouse, databricks, dbt, gcp, git, python, sql. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2025-12-25,synthetic_stage_1
JOB-00178,Senior Machine Learning Engineer,UrbanData Studio,Manchester,United Kingdom,Machine Learning Engineer,Senior,Hybrid,78598,90888,GBP,"You will deploy machine learning models and build production inference services. The role requires experience with azure, deep learning, fastapi, gcp, machine learning, python, pytorch, time series. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-03-31,synthetic_stage_1
JOB-00179,Senior BI Analyst,GridCore Energy,Leeds,United Kingdom,BI Analyst,Senior,Onsite,61251,70934,GBP,"You will create business intelligence reports and support performance tracking. The role requires experience with azure, excel, github actions, power bi, sql, statistics, tableau. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-03-25,synthetic_stage_1
JOB-00180,Entry Level Data Engineer,DataBridge Labs,Bristol,United Kingdom,Data Engineer,Entry Level,Onsite,47354,57409,GBP,"You will design data pipelines, transform raw data and maintain data platforms. The role requires experience with a/b testing, aws, bash, etl, kubernetes, postgresql, python, spark, sql. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-01-23,synthetic_stage_1
JOB-00181,Mid Level AI Engineer,NorthStar Analytics,Bristol,United Kingdom,AI Engineer,Mid Level,Remote,71183,84198,GBP,"You will build AI applications using LLMs, retrieval pipelines and backend services. The role requires experience with databricks, docker, fastapi, llm, mysql, openai, pinecone, python. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2025-12-20,synthetic_stage_1
JOB-00182,Entry Level BI Analyst,DataBridge Labs,Edinburgh,United Kingdom,BI Analyst,Entry Level,Onsite,35691,46071,GBP,"You will create business intelligence reports and support performance tracking. The role requires experience with chromadb, data modelling, excel, github actions, mysql, sql, statistics, tableau. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-03-19,synthetic_stage_1
JOB-00183,Entry Level Analytics Engineer,CloudNova Systems,Manchester,United Kingdom,Analytics Engineer,Entry Level,Hybrid,46027,63106,GBP,"You will transform data into trusted analytics models and maintain the semantic layer. The role requires experience with dbt, etl, git, linux, mysql, python, sql. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-02-16,synthetic_stage_1
JOB-00184,Senior Machine Learning Engineer,DataBridge Labs,Glasgow,United Kingdom,Machine Learning Engineer,Senior,Hybrid,81767,87807,GBP,"You will deploy machine learning models and build production inference services. The role requires experience with deep learning, linux, machine learning, mlflow, pinecone, python, pytorch, time series. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2025-12-01,synthetic_stage_1
JOB-00185,Senior Analytics Engineer,GridCore Energy,Birmingham,United Kingdom,Analytics Engineer,Senior,Remote,73069,88344,GBP,"You will transform data into trusted analytics models and maintain the semantic layer. The role requires experience with a/b testing, data warehouse, databricks, dbt, etl, git, linux, snowflake. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-03-12,synthetic_stage_1
JOB-00186,Entry Level AI Engineer,HealthMetric Solutions,London,United Kingdom,AI Engineer,Entry Level,Onsite,57324,68269,GBP,"You will build AI applications using LLMs, retrieval pipelines and backend services. The role requires experience with azure, bash, docker, fastapi, gcp, kubernetes, langchain, llm, python. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2025-12-18,synthetic_stage_1
JOB-00187,Mid Level AI Engineer,FinEdge AI,Newcastle,United Kingdom,AI Engineer,Mid Level,Remote,69516,86255,GBP,"You will build AI applications using LLMs, retrieval pipelines and backend services. The role requires experience with docker, fastapi, github actions, kubernetes, llm, mongodb, mysql, python, vector database. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2025-12-01,synthetic_stage_1
JOB-00188,Senior Analytics Engineer,CloudNova Systems,London,United Kingdom,Analytics Engineer,Senior,Remote,74814,82789,GBP,"You will transform data into trusted analytics models and maintain the semantic layer. The role requires experience with dbt, etl, mysql, python, snowflake, sql. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-02-24,synthetic_stage_1
JOB-00189,Junior Analytics Engineer,DataBridge Labs,Bristol,United Kingdom,Analytics Engineer,Junior,Hybrid,50090,66601,GBP,"You will transform data into trusted analytics models and maintain the semantic layer. The role requires experience with bash, dbt, etl, gcp, git, github actions, python, sql. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-04-30,synthetic_stage_1
JOB-00190,Junior Data Scientist,CloudNova Systems,Remote UK,United Kingdom,Data Scientist,Junior,Hybrid,45146,53163,GBP,"You will build predictive models, analyse complex datasets and communicate insights. The role requires experience with aws, forecasting, kubernetes, mysql, numpy, pandas, pinecone, sql, statistics. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-04-07,synthetic_stage_1
JOB-00191,Mid Level Analytics Engineer,RetailPulse,Birmingham,United Kingdom,Analytics Engineer,Mid Level,Remote,63393,74335,GBP,"You will transform data into trusted analytics models and maintain the semantic layer. The role requires experience with azure, chromadb, data warehouse, dbt, etl, git, mysql, sql. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2025-12-30,synthetic_stage_1
JOB-00192,Senior BI Analyst,TalentSphere,Remote UK,United Kingdom,BI Analyst,Senior,Hybrid,63092,79546,GBP,"You will create business intelligence reports and support performance tracking. The role requires experience with excel, kubernetes, power bi, sql, statistics, tableau. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-04-09,synthetic_stage_1
JOB-00193,Mid Level Data Analyst,UrbanData Studio,London,United Kingdom,Data Analyst,Mid Level,Remote,43597,49870,GBP,"You will deliver dashboards, reporting pipelines and business insight for stakeholders. The role requires experience with chromadb, data modelling, power bi, python, statistics, tableau, time series. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-04-07,synthetic_stage_1
JOB-00194,Entry Level Data Analyst,NorthStar Analytics,Glasgow,United Kingdom,Data Analyst,Entry Level,Remote,34247,49038,GBP,"You will deliver dashboards, reporting pipelines and business insight for stakeholders. The role requires experience with aws, bash, data modelling, mysql, pinecone, power bi, python, statistics, tableau. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-03-25,synthetic_stage_1
JOB-00195,Mid Level BI Analyst,DataBridge Labs,Glasgow,United Kingdom,BI Analyst,Mid Level,Remote,50268,57351,GBP,"You will create business intelligence reports and support performance tracking. The role requires experience with chromadb, data modelling, databricks, excel, mongodb, mysql, power bi, statistics, tableau. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-01-26,synthetic_stage_1
JOB-00196,Junior Analytics Engineer,RetailPulse,Edinburgh,United Kingdom,Analytics Engineer,Junior,Remote,54799,63047,GBP,"You will transform data into trusted analytics models and maintain the semantic layer. The role requires experience with aws, azure, dbt, etl, git, snowflake, sql. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-05-06,synthetic_stage_1
JOB-00197,Mid Level Data Analyst,DataBridge Labs,Bristol,United Kingdom,Data Analyst,Mid Level,Remote,47291,54337,GBP,"You will deliver dashboards, reporting pipelines and business insight for stakeholders. The role requires experience with bash, chromadb, data modelling, excel, github actions, power bi, sql, tableau. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-01-14,synthetic_stage_1
JOB-00198,Senior Analytics Engineer,TalentSphere,Newcastle,United Kingdom,Analytics Engineer,Senior,Onsite,72842,88244,GBP,"You will transform data into trusted analytics models and maintain the semantic layer. The role requires experience with chromadb, data warehouse, dbt, github actions, python, snowflake, sql. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-04-29,synthetic_stage_1
JOB-00199,Entry Level Analytics Engineer,CloudNova Systems,Edinburgh,United Kingdom,Analytics Engineer,Entry Level,Remote,48529,66227,GBP,"You will transform data into trusted analytics models and maintain the semantic layer. The role requires experience with azure, data warehouse, dbt, etl, gcp, snowflake, sql. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-04-24,synthetic_stage_1
JOB-00200,Senior Machine Learning Engineer,InsightWorks,Birmingham,United Kingdom,Machine Learning Engineer,Senior,Onsite,82515,89377,GBP,"You will deploy machine learning models and build production inference services. The role requires experience with a/b testing, deep learning, docker, mlflow, python, tensorflow. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2025-12-23,synthetic_stage_1
JOB-00201,Entry Level Data Scientist,UrbanData Studio,London,United Kingdom,Data Scientist,Entry Level,Hybrid,43618,54597,GBP,"You will build predictive models, analyse complex datasets and communicate insights. The role requires experience with azure, github actions, kubernetes, linux, machine learning, numpy, pandas, python, scikit-learn. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-04-16,synthetic_stage_1
JOB-00202,Junior Data Scientist,GridCore Energy,Birmingham,United Kingdom,Data Scientist,Junior,Onsite,49209,66570,GBP,"You will build predictive models, analyse complex datasets and communicate insights. The role requires experience with a/b testing, forecasting, linux, pandas, python, sql, statistics. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2025-11-10,synthetic_stage_1
JOB-00203,Entry Level Data Engineer,NorthStar Analytics,Leeds,United Kingdom,Data Engineer,Entry Level,Remote,46257,59024,GBP,"You will design data pipelines, transform raw data and maintain data platforms. The role requires experience with airflow, aws, azure, docker, kubernetes, postgresql, python, sql. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-05-06,synthetic_stage_1
JOB-00204,Junior Data Engineer,GridCore Energy,Newcastle,United Kingdom,Data Engineer,Junior,Onsite,49138,60299,GBP,"You will design data pipelines, transform raw data and maintain data platforms. The role requires experience with data warehouse, docker, etl, gcp, github actions, kubernetes, mongodb, postgresql, python. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-02-16,synthetic_stage_1
JOB-00205,Mid Level Analytics Engineer,HealthMetric Solutions,Birmingham,United Kingdom,Analytics Engineer,Mid Level,Remote,61682,75317,GBP,"You will transform data into trusted analytics models and maintain the semantic layer. The role requires experience with dbt, etl, gcp, git, snowflake, sql. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-01-27,synthetic_stage_1
JOB-00206,Junior Machine Learning Engineer,CloudNova Systems,Remote UK,United Kingdom,Machine Learning Engineer,Junior,Hybrid,56492,74037,GBP,"You will deploy machine learning models and build production inference services. The role requires experience with chromadb, deep learning, fastapi, mongodb, python, pytorch, tensorflow. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-05-05,synthetic_stage_1
JOB-00207,Junior BI Analyst,NorthStar Analytics,Edinburgh,United Kingdom,BI Analyst,Junior,Remote,39312,52720,GBP,"You will create business intelligence reports and support performance tracking. The role requires experience with azure, data modelling, gcp, github actions, power bi, sql, statistics, tableau. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-03-30,synthetic_stage_1
JOB-00208,Senior Analytics Engineer,UrbanData Studio,Edinburgh,United Kingdom,Analytics Engineer,Senior,Remote,75281,87379,GBP,"You will transform data into trusted analytics models and maintain the semantic layer. The role requires experience with dbt, etl, gcp, kubernetes, python, snowflake, sql. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-05-02,synthetic_stage_1
JOB-00209,Entry Level Analytics Engineer,CloudNova Systems,Glasgow,United Kingdom,Analytics Engineer,Entry Level,Remote,44414,53166,GBP,"You will transform data into trusted analytics models and maintain the semantic layer. The role requires experience with aws, azure, dbt, etl, git, snowflake, sql, time series. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-04-03,synthetic_stage_1
JOB-00210,Senior Machine Learning Engineer,RetailPulse,Bristol,United Kingdom,Machine Learning Engineer,Senior,Onsite,77283,93344,GBP,"You will deploy machine learning models and build production inference services. The role requires experience with deep learning, docker, fastapi, gcp, github actions, machine learning, tensorflow, time series. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-04-15,synthetic_stage_1
JOB-00211,Senior BI Analyst,InsightWorks,Glasgow,United Kingdom,BI Analyst,Senior,Onsite,64264,78878,GBP,"You will create business intelligence reports and support performance tracking. The role requires experience with bash, data modelling, excel, kubernetes, power bi, sql, tableau. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-01-10,synthetic_stage_1
JOB-00212,Mid Level Analytics Engineer,UrbanData Studio,London,United Kingdom,Analytics Engineer,Mid Level,Hybrid,62891,72479,GBP,"You will transform data into trusted analytics models and maintain the semantic layer. The role requires experience with azure, data warehouse, dbt, etl, gcp, linux, python, snowflake. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2025-11-15,synthetic_stage_1
JOB-00213,Mid Level AI Engineer,FinEdge AI,London,United Kingdom,AI Engineer,Mid Level,Onsite,66458,76052,GBP,"You will build AI applications using LLMs, retrieval pipelines and backend services. The role requires experience with a/b testing, chromadb, fastapi, langchain, llm, mysql, openai, python. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-04-04,synthetic_stage_1
JOB-00214,Junior AI Engineer,RetailPulse,Birmingham,United Kingdom,AI Engineer,Junior,Remote,61612,70696,GBP,"You will build AI applications using LLMs, retrieval pipelines and backend services. The role requires experience with databricks, docker, fastapi, gcp, pinecone, python, rag, vector database. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-03-14,synthetic_stage_1
JOB-00215,Entry Level BI Analyst,FinEdge AI,Manchester,United Kingdom,BI Analyst,Entry Level,Remote,36030,45330,GBP,"You will create business intelligence reports and support performance tracking. The role requires experience with data modelling, excel, linux, power bi, sql, statistics. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2025-12-11,synthetic_stage_1
JOB-00216,Entry Level Data Engineer,DataBridge Labs,Birmingham,United Kingdom,Data Engineer,Entry Level,Remote,47771,64619,GBP,"You will design data pipelines, transform raw data and maintain data platforms. The role requires experience with docker, etl, linux, postgresql, python, spark. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-02-17,synthetic_stage_1
JOB-00217,Mid Level BI Analyst,CloudNova Systems,Birmingham,United Kingdom,BI Analyst,Mid Level,Remote,50681,66736,GBP,"You will create business intelligence reports and support performance tracking. The role requires experience with a/b testing, data modelling, excel, mysql, power bi, statistics, tableau. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-02-07,synthetic_stage_1
JOB-00218,Mid Level Data Scientist,TalentSphere,Manchester,United Kingdom,Data Scientist,Mid Level,Onsite,57934,69147,GBP,"You will build predictive models, analyse complex datasets and communicate insights. The role requires experience with gcp, numpy, python, scikit-learn, sql, statistics. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-04-13,synthetic_stage_1
JOB-00219,Junior Data Scientist,TalentSphere,Newcastle,United Kingdom,Data Scientist,Junior,Hybrid,49807,66784,GBP,"You will build predictive models, analyse complex datasets and communicate insights. The role requires experience with forecasting, machine learning, numpy, pandas, pinecone, sql. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-04-20,synthetic_stage_1
JOB-00220,Mid Level Analytics Engineer,HealthMetric Solutions,Bristol,United Kingdom,Analytics Engineer,Mid Level,Remote,58010,64798,GBP,"You will transform data into trusted analytics models and maintain the semantic layer. The role requires experience with data warehouse, dbt, etl, git, mysql, sql. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-02-14,synthetic_stage_1
JOB-00221,Senior Machine Learning Engineer,RetailPulse,Manchester,United Kingdom,Machine Learning Engineer,Senior,Hybrid,77603,84150,GBP,"You will deploy machine learning models and build production inference services. The role requires experience with fastapi, gcp, mlflow, python, pytorch, tensorflow, time series. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-01-22,synthetic_stage_1
JOB-00222,Entry Level Data Analyst,HealthMetric Solutions,Glasgow,United Kingdom,Data Analyst,Entry Level,Hybrid,33866,49919,GBP,"You will deliver dashboards, reporting pipelines and business insight for stakeholders. The role requires experience with data modelling, excel, linux, power bi, sql, tableau. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-03-11,synthetic_stage_1
JOB-00223,Senior Analytics Engineer,NorthStar Analytics,Leeds,United Kingdom,Analytics Engineer,Senior,Remote,74173,90996,GBP,"You will transform data into trusted analytics models and maintain the semantic layer. The role requires experience with a/b testing, chromadb, data warehouse, dbt, etl, git, mysql, pinecone, sql. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-01-19,synthetic_stage_1
JOB-00224,Senior Data Engineer,InsightWorks,Newcastle,United Kingdom,Data Engineer,Senior,Onsite,74916,88785,GBP,"You will design data pipelines, transform raw data and maintain data platforms. The role requires experience with aws, data warehouse, docker, github actions, mongodb, mysql, python, spark, sql. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2025-12-29,synthetic_stage_1
JOB-00225,Mid Level Data Analyst,NorthStar Analytics,Edinburgh,United Kingdom,Data Analyst,Mid Level,Remote,47457,59806,GBP,"You will deliver dashboards, reporting pipelines and business insight for stakeholders. The role requires experience with aws, data modelling, excel, github actions, mongodb, pinecone, power bi, sql, tableau. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2025-12-25,synthetic_stage_1
JOB-00226,Senior Data Engineer,RetailPulse,Birmingham,United Kingdom,Data Engineer,Senior,Remote,75705,92640,GBP,"You will design data pipelines, transform raw data and maintain data platforms. The role requires experience with airflow, azure, databricks, etl, gcp, postgresql, spark, sql. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2025-12-02,synthetic_stage_1
JOB-00227,Junior Data Analyst,HealthMetric Solutions,Remote UK,United Kingdom,Data Analyst,Junior,Onsite,34646,47114,GBP,"You will deliver dashboards, reporting pipelines and business insight for stakeholders. The role requires experience with databricks, github actions, kubernetes, power bi, python, sql, statistics, tableau, time series. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2025-11-16,synthetic_stage_1
JOB-00228,Entry Level BI Analyst,TalentSphere,Remote UK,United Kingdom,BI Analyst,Entry Level,Hybrid,31641,48833,GBP,"You will create business intelligence reports and support performance tracking. The role requires experience with bash, data modelling, power bi, sql, statistics, tableau. You will work with cross-functional teams, document requirements, improve data quality, and turn business problems into reliable data products.",2026-02-27,synthetic_stage_1
